Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle,Current,Voltage,Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Time,Power_W,Energy_Wh,dV_dt
11038,11151.738982494857,2015-10-16 12:40:10,4899.821051551547,3,1,0.510966088195572,0.9998095653448196,1.995378997301959,0.0,7.794081916235178,0.0,0.0,0.0,0,0,0,11151.0,0.09170467583837194,7.793881448880571,-0.00016164779663085938
11039,11152.7390495719,2015-10-16 12:40:11,4900.821118718817,3,1,0.5107848300316654,0.9998095653448196,1.995385011215056,0.0,7.794107173436259,0.0,0.0,0.0,0,0,0,11152.0,0.09018155166804753,7.793906499311589,0.0
11040,11153.754548185378,2015-10-16 12:40:12,4901.836617232046,3,1,0.510966088195572,0.9998095653448196,1.995391126589873,0.0,7.79413285673126,0.0,0.0,0.0,0,0,0,11153.0,0.09170467583837194,7.793931972832655,0.0
11041,11154.754563363476,2015-10-16 12:40:13,4902.836632420167,3,1,0.5108754591136188,0.9998095653448196,1.995397164974269,0.0,7.794158216776008,0.0,-3.23295607813634e-05,0.0,0,0,0,11154.0,0.09094311375320974,7.793957234808697,0.0
11042,11155.770214119972,2015-10-16 12:40:14,4903.852283176662,3,1,0.5107848300316654,0.9998095653448196,1.995403279298644,0.0,7.794183895681181,0.0,-6.47544875391759e-05,0.0,0,0,0,11155.0,0.09018155166804753,7.793982285239715,0.0
11043,11156.785192756506,2015-10-16 12:40:15,4904.867261582624,3,1,0.5108754591136188,0.9998095653448196,1.995409366018882,0.0,7.794209458595431,0.0,0.0,0.0,0,0,0,11156.0,0.09094311375320974,7.794007547215758,0.0
11044,11157.785568485431,2015-10-16 12:40:16,4905.867637532099,3,1,0.5108754591136188,0.9998095653448196,1.995415377878618,0.0,7.794234707422904,0.0,0.0,0.0,0,0,0,11157.0,0.09094311375320974,7.794032809191799,0.0
11045,11158.801551527527,2015-10-16 12:40:17,4906.883620674445,3,1,0.5108754591136188,0.9999046424407048,1.99542149692515,0.0,7.794260406381139,0.0,0.0,0.0,0,0,0,11158.0,0.09094661412165017,7.794058072140166,0.00016164779663085938
11046,11159.816988593086,2015-10-16 12:40:18,4907.899057639751,3,1,0.5107848300316654,0.9998095653448196,1.995427587171837,0.0,7.794285984166221,0.0,0.0,0.0,0,0,0,11159.0,0.09018155166804753,7.794083122571185,-0.00016164779663085938
11047,11160.83266441185,2015-10-16 12:40:19,4908.914733829438,3,1,0.5108754591136188,0.9999046424407048,1.995433694166743,0.0,7.79431163243419,0.0,0.0,0.0,0,0,0,11160.0,0.09094661412165017,7.794108385519551,0.00016164779663085938
11048,11161.848222889066,2015-10-16 12:40:20,4909.930291940745,3,1,0.510966088195572,0.9999046424407048,1.995439795761602,0.0,7.794337258037956,0.0,3.23295607813634e-05,0.0,0,0,0,11161.0,0.091708205519069,7.794133860021085,0.0
11049,11162.863942326208,2015-10-16 12:40:21,4910.946011382897,3,1,0.5107848300316654,0.9998095653448196,1.995445901472725,0.0,7.794362900792991,0.0,0.0,0.0,0,0,0,11162.0,0.09018155166804753,7.794158910452103,-0.00016164779663085938
11050,11163.863971283536,2015-10-16 12:40:22,4911.946040335218,3,1,0.5108754591136188,0.9999046424407048,1.995451896277948,0.0,7.794388077767545,0.0,3.23295607813634e-05,0.0,0,0,0,11163.0,0.09094661412165017,7.7941841734004695,0.00016164779663085938
11051,11164.879443346048,2015-10-16 12:40:23,4912.961512397727,3,1,0.5108754591136188,0.9998095653448196,1.995457981221848,0.0,7.794413633379592,0.0,0.0,0.0,0,0,0,11164.0,0.09094311375320974,7.794209435376512,-0.00016164779663085938
11052,11165.895123580784,2015-10-16 12:40:24,4913.977192637476,3,1,0.510966088195572,1.0000000000000002,1.99546407686448,0.0,7.794439233977162,0.0,6.47544875391759e-05,0.0,0,0,0,11165.0,0.09171174561180351,7.794234910861404,0.0003237724304199219
11053,11166.91066058966,2015-10-16 12:40:25,4914.99272964134,3,1,0.5107848300316654,0.9998095653448196,1.995470161415087,0.0,7.794464788050965,0.0,0.0,0.0,0,0,0,11166.0,0.09018155166804753,7.794259961292423,-0.0003237724304199219
11054,11167.926335626484,2015-10-16 12:40:26,4916.00840467315,3,1,0.5107848300316654,0.9998095653448196,1.995476246793571,0.0,7.794490345344338,0.0,-3.23295607813634e-05,0.0,0,0,0,11167.0,0.09018155166804753,7.794285011723441,0.0
11055,11168.92648559448,2015-10-16 12:40:27,4917.0085547413955,3,1,0.5108754591136188,0.9999046424407048,1.995482236451466,0.0,7.794515500905864,0.0,0.0,0.0,0,0,0,11168.0,0.09094661412165017,7.794310274671808,0.00016164779663085938
11056,11169.941691911714,2015-10-16 12:40:28,4918.023760958381,3,1,0.5107848300316654,0.9998095653448196,1.995488318224603,0.0,7.794541043087,0.0,0.0,0.0,0,0,0,11169.0,0.09018155166804753,7.794335325102827,-0.00016164779663085938
11057,11170.941692794291,2015-10-16 12:40:29,4919.023761850984,3,1,0.5108754591136188,0.9998095653448196,1.995494306531608,0.0,7.794566192777989,0.0,0.0,0.0,0,0,0,11170.0,0.09094311375320974,7.794360587078868,0.0
11058,11171.941862360984,2015-10-16 12:40:30,4920.023931412663,3,1,0.5107848300316654,0.9998095653448196,1.995500295077653,0.0,7.794591343624384,0.0,0.0,0.0,0,0,0,11171.0,0.09018155166804753,7.794385637509887,0.0
11059,11172.957494501226,2015-10-16 12:40:31,4921.039563557917,3,1,0.5108754591136188,0.9998095653448196,1.995506364441859,0.0,7.794616834060965,0.0,0.0,0.0,0,0,0,11172.0,0.09094311375320974,7.7944108994859285,0.0
11060,11173.957541603642,2015-10-16 12:40:32,4922.039610730508,3,1,0.5107848300316654,0.9999046424407048,1.995512349527302,0.0,7.79464197036556,0.0,0.0,0.0,0,0,0,11173.0,0.09018502272423135,7.79443595088113,0.00016164779663085938
11061,11174.973067113948,2015-10-16 12:40:33,4923.055136165627,3,1,0.5108754591136188,0.9998095653448196,1.995518409956805,0.0,7.794667423120468,0.0,0.0,0.0,0,0,0,11174.0,0.09094311375320974,7.794461212857172,-0.00016164779663085938
11062,11175.988724667332,2015-10-16 12:40:34,4924.070793724022,3,1,0.5106035718677588,0.9997142077855241,1.995524472771351,0.0,7.794692885740663,0.0,-3.24249267578125e-05,0.0,0,0,0,11175.0,0.08865500499988244,7.794485839247449,-0.0001621246337890625
11063,11177.004288943956,2015-10-16 12:40:35,4925.086357995635,3,1,0.5106942009497122,0.9998095653448196,1.995530520063167,0.0,7.794718283191165,0.0,0.0,0.0,0,0,0,11176.0,0.08941998958288533,7.794510678133444,0.0001621246337890625
11064,11178.019908096929,2015-10-16 12:40:36,4926.101977143595,3,1,0.5107848300316654,0.9998095653448196,1.995536573212,0.0,7.794743705383631,0.0,-3.23295607813634e-05,0.0,0,0,0,11177.0,0.09018155166804753,7.794535728564463,0.0
11065,11179.019936553015,2015-10-16 12:40:37,4927.102005609707,3,1,0.5106942009497122,0.9998095653448196,1.995542533760437,0.0,7.794768738682708,0.0,0.0,0.0,0,0,0,11178.0,0.08941998958288533,7.794560567450457,0.0
11066,11180.035693408125,2015-10-16 12:40:38,4928.117762555041,3,1,0.5106942009497122,0.9997142077855241,1.995548583402151,0.0,7.794794146016764,0.0,-3.24249267578125e-05,0.0,0,0,0,11179.0,0.08941653768632118,7.794585405377592,-0.0001621246337890625
11067,11181.051168077109,2015-10-16 12:40:39,4929.133237133802,3,1,0.5106942009497122,0.9998095653448196,1.995554623917125,0.0,7.794819515104337,0.0,-3.23295607813634e-05,0.0,0,0,0,11180.0,0.08941998958288533,7.794610244263587,0.0001621246337890625
11068,11182.066825344782,2015-10-16 12:40:40,4930.148894491698,3,1,0.5106942009497122,0.9998095653448196,1.995560671777138,0.0,7.794844915106212,0.0,0.0,0.0,0,0,0,11181.0,0.08941998958288533,7.794635083149581,0.0
11069,11183.0823796366,2015-10-16 12:40:41,4931.164448693292,3,1,0.5107848300316654,0.9999046424407048,1.995566706430907,0.0,7.794870259741815,0.0,3.23295607813634e-05,0.0,0,0,0,11182.0,0.09018502272423135,7.794660134544783,0.00016164779663085938
11070,11184.098057936531,2015-10-16 12:40:42,4932.180127083446,3,1,0.5106942009497122,0.9998095653448196,1.99557275085869,0.0,7.794895645441796,0.0,-3.23295607813634e-05,0.0,0,0,0,11183.0,0.08941998958288533,7.794684973430777,-0.00016164779663085938
11071,11185.113596744875,2015-10-16 12:40:43,4933.195665796557,3,1,0.5106942009497122,0.9998095653448196,1.995578790138809,0.0,7.794921009425751,0.0,0.0,0.0,0,0,0,11184.0,0.08941998958288533,7.794709812316772,0.0
11072,11186.128199968656,2015-10-16 12:40:44,4934.210269000286,3,1,0.5107848300316654,0.9999046424407048,1.995584095985077,0.0,7.79494329299486,0.0,3.23295607813634e-05,0.0,0,0,0,11185.0,0.09018502272423135,7.794734863711973,0.00016164779663085938
11073,11187.128281571791,2015-10-16 12:40:45,4935.210350312699,3,1,0.5106942009497122,0.9998095653448196,1.995590762670816,0.0,7.794971291855072,0.0,3.24249267578125e-05,0.0,0,0,0,11186.0,0.08941998958288533,7.794759702597967,-0.00016164779663085938
11074,11188.129172530867,2015-10-16 12:40:46,4936.211241582548,3,1,0.5106942009497122,0.9998095653448196,1.995596710189379,0.0,7.794996270348154,0.0,0.0,0.0,0,0,0,11187.0,0.08941998958288533,7.7947845414839625,0.0
11075,11189.144791027207,2015-10-16 12:40:47,4937.226860073875,3,1,0.5107848300316654,0.9999046424407048,1.995602733052047,0.0,7.795021565373173,0.0,3.23295607813634e-05,0.0,0,0,0,11188.0,0.09018502272423135,7.794809592879163,0.00016164779663085938
11076,11190.160376802252,2015-10-16 12:40:48,4938.242445853929,3,1,0.5106035718677588,0.9997142077855241,1.995608755695738,0.0,7.795046859336503,0.0,0.0,0.0,0,0,0,11189.0,0.08865500499988244,7.794834219269441,-0.0003237724304199219
11077,11191.176052049595,2015-10-16 12:40:49,4939.258121101275,3,1,0.5106942009497122,0.9998095653448196,1.995614772189923,0.0,7.795072127487992,0.0,0.0,0.0,0,0,0,11190.0,0.08941998958288533,7.794859058155436,0.0001621246337890625
11078,11192.191172548604,2015-10-16 12:40:50,4940.273241595271,3,1,0.5106942009497122,0.9998095653448196,1.995620784230056,0.0,7.795097377024324,0.0,0.0,0.0,0,0,0,11191.0,0.08941998958288533,7.79488389704143,0.0
11079,11193.207366695216,2015-10-16 12:40:52,4941.289435842131,3,1,0.5106942009497122,0.9998095653448196,1.995626802993047,0.0,7.795122654862403,0.0,0.0,0.0,0,0,0,11193.0,0.08941998958288533,7.79493357481342,0.0
11080,11194.222875082978,2015-10-16 12:40:53,4942.3049441346575,3,1,0.5106942009497122,0.9998095653448196,1.995632814151387,0.0,7.795147900575062,0.0,-3.23295607813634e-05,0.0,0,0,0,11194.0,0.08941998958288533,7.7949584136994154,0.0
11081,11195.238482341398,2015-10-16 12:40:54,4943.320551388065,3,1,0.5106942009497122,0.9999046424407048,1.995638825107151,0.0,7.795173145548331,0.0,3.23295607813634e-05,0.0,0,0,0,11195.0,0.08942343132681252,7.794983253541451,0.00016164779663085938
11082,11196.25409667239,2015-10-16 12:40:55,4944.3361657240675,3,1,0.5107848300316654,0.9999046424407048,1.995644826267033,0.0,7.795198349485739,0.0,3.23295607813634e-05,0.0,0,0,0,11196.0,0.09018502272423135,7.795008304936652,0.0
11083,11197.269751784706,2015-10-16 12:40:56,4945.351820836386,3,1,0.5106942009497122,0.9999046424407048,1.995650828501738,0.0,7.795223557900348,0.0,3.23295607813634e-05,0.0,0,0,0,11197.0,0.08942343132681252,7.795033144778687,0.0
11084,11198.284549987937,2015-10-16 12:40:57,4946.366619029589,3,1,0.5106942009497122,0.9998095653448196,1.995656737700077,0.0,7.795248375283173,0.0,-3.23295607813634e-05,0.0,0,0,0,11198.0,0.08941998958288533,7.795057983664682,-0.00016164779663085938
11085,11199.285313966511,2015-10-16 12:40:58,4947.367383018191,3,1,0.5106942009497122,0.9999046424407048,1.995662738584445,0.0,7.795273578071075,0.0,3.23295607813634e-05,0.0,0,0,0,11199.0,0.08942343132681252,7.795082823506718,0.00016164779663085938
11086,11200.300944923814,2015-10-16 12:40:59,4948.383013975493,3,1,0.5106942009497122,0.9998095653448196,1.995668733945641,0.0,7.795298757520282,0.0,-3.23295607813634e-05,0.0,0,0,0,11200.0,0.08941998958288533,7.795107662392712,-0.00016164779663085938
11087,11201.300974307203,2015-10-16 12:41:00,4949.38304351427,3,1,0.5106942009497122,0.9998095653448196,1.995674635468457,0.0,7.795323542861642,0.0,0.0,0.0,0,0,0,11201.0,0.08941998958288533,7.795132501278707,0.0
11088,11202.316514348617,2015-10-16 12:41:01,4950.398583395282,3,1,0.5106942009497122,0.9999046424407048,1.995680624834615,0.0,7.795348697199815,0.0,3.23295607813634e-05,0.0,0,0,0,11202.0,0.08942343132681252,7.795157341120742,0.00016164779663085938
11089,11203.316526659588,2015-10-16 12:41:02,4951.3985957162795,3,1,0.5106942009497122,0.9998095653448196,1.995686516442961,0.0,7.795373440879864,0.0,0.0,0.0,0,0,0,11203.0,0.08941998958288533,7.795182180006737,-0.00016164779663085938
11090,11204.33173319236,2015-10-16 12:41:03,4952.413802228999,3,1,0.5106942009497122,0.9998095653448196,1.995692426052204,0.0,7.795398260354828,0.0,0.0,0.0,0,0,0,11204.0,0.08941998958288533,7.795207018892731,0.0
11091,11205.347841325258,2015-10-16 12:41:04,4953.429910472173,3,1,0.5106035718677588,0.9999046424407048,1.995698506735789,0.0,7.795423798086156,0.0,3.23295607813634e-05,0.0,0,0,0,11205.0,0.0886618399293937,7.795231647181601,0.00016164779663085938
11092,11206.363377166232,2015-10-16 12:41:05,4954.445446222922,3,1,0.5106942009497122,0.9998095653448196,1.995704477923373,0.0,7.79544887599536,0.0,0.0,0.0,0,0,0,11206.0,0.08941998958288533,7.795256486067596,-0.00016164779663085938
11093,11207.363385502327,2015-10-16 12:41:06,4955.44545455902,3,1,0.5106942009497122,0.9998095653448196,1.995710363947332,0.0,7.795473596156009,0.0,0.0,0.0,0,0,0,11207.0,0.08941998958288533,7.795281324953591,0.0
11094,11208.378975858752,2015-10-16 12:41:07,4956.461045000656,3,1,0.5106942009497122,0.9999046424407048,1.995716333495177,0.0,7.795498667208718,0.0,0.0,0.0,0,0,0,11208.0,0.08942343132681252,7.795306164795626,0.00016164779663085938
11095,11209.37897637542,2015-10-16 12:41:08,4957.461045522336,3,1,0.5106942009497122,0.9998095653448196,1.995722215208126,0.0,7.795523369516094,0.0,0.0,0.0,0,0,0,11209.0,0.08941998958288533,7.795331003681621,-0.00016164779663085938
11096,11210.394613252432,2015-10-16 12:41:09,4958.476682309122,3,1,0.5106035718677588,0.9999046424407048,1.995728171247265,0.0,7.795548383870635,0.0,3.23295607813634e-05,0.0,0,0,0,11210.0,0.0886618399293937,7.795355631970491,0.00016164779663085938
11097,11211.39462820998,2015-10-16 12:41:10,4959.476697261657,3,1,0.5106942009497122,0.9999046424407048,1.995734043994647,0.0,7.795573048152947,0.0,3.23295607813634e-05,0.0,0,0,0,11211.0,0.08942343132681252,7.795380471812526,0.0
11098,11212.410186080688,2015-10-16 12:41:11,4960.492255127355,3,1,0.5106035718677588,0.9999046424407048,1.995740003141056,0.0,7.795598075463015,0.0,0.0,0.0,0,0,0,11212.0,0.0886618399293937,7.795405100101395,0.0
11099,11213.425779489697,2015-10-16 12:41:12,4961.507848541376,3,1,0.5105129427858056,0.9998095653448196,1.995745963281814,0.0,7.79562310694872,0.0,0.0,0.0,0,0,0,11213.0,0.08789686541256092,7.795429515897344,-0.00016164779663085938
11100,11214.425781680524,2015-10-16 12:41:13,4962.507850727191,3,1,0.5106035718677588,0.9999046424407048,1.995751814688522,0.0,7.795647681709395,0.0,0.0,0.0,0,0,0,11214.0,0.0886618399293937,7.7954541441862135,0.00016164779663085938
11101,11215.425796497724,2015-10-16 12:41:14,4963.507865554416,3,1,0.5106942009497122,0.9998095653448196,1.995757677173141,0.0,7.79567230305359,0.0,3.24249267578125e-05,0.0,0,0,0,11215.0,0.08941998958288533,7.795478983072209,-0.00016164779663085938
11102,11216.441393821458,2015-10-16 12:41:15,4964.523462878151,3,1,0.5107848300316654,0.9999046424407048,1.995763623112953,0.0,7.795697274920015,0.0,3.23295607813634e-05,0.0,0,0,0,11216.0,0.09018502272423135,7.79550403446741,0.00016164779663085938
11103,11217.456180581255,2015-10-16 12:41:16,4965.538249322162,3,1,0.5105129427858056,0.9998095653448196,1.995769557645305,0.0,7.795722198810737,0.0,3.24249267578125e-05,0.0,0,0,0,11217.0,0.08789686541256092,7.795528450263358,-0.00016164779663085938
11104,11218.456965942962,2015-10-16 12:41:17,4966.539034989628,3,1,0.5105129427858056,0.9998095653448196,1.995775409266142,0.0,7.795746774594589,0.0,0.0,0.0,0,0,0,11218.0,0.08789686541256092,7.795552866059307,0.0
11105,11219.456983000728,2015-10-16 12:41:18,4967.53905205742,3,1,0.5106035718677588,0.9998095653448196,1.995781259162184,0.0,7.795771343068552,0.0,0.0,0.0,0,0,0,11219.0,0.08865842749772312,7.795577493400279,0.0
11106,11220.472566149245,2015-10-16 12:41:19,4968.554635200922,3,1,0.5105129427858056,0.9998095653448196,1.995787189318738,0.0,7.795796248632873,0.0,-3.23295607813634e-05,0.0,0,0,0,11220.0,0.08789686541256092,7.795601909196227,0.0
11107,11221.472588810931,2015-10-16 12:41:20,4969.554657867626,3,1,0.5106035718677588,0.9999046424407048,1.995793022345168,0.0,7.795820746242698,0.0,3.23295607813634e-05,0.0,0,0,0,11221.0,0.0886618399293937,7.795626537485097,0.00016164779663085938
11108,11222.488285030386,2015-10-16 12:41:21,4970.570354082066,3,1,0.5105129427858056,1.0000000000000002,1.995798957112198,0.0,7.795845671333517,0.0,6.47544875391759e-05,0.0,0,0,0,11222.0,0.0879036416310921,7.795650955163327,0.0001621246337890625
11109,11223.503792987078,2015-10-16 12:41:22,4971.585862038758,3,1,0.5106035718677588,0.9999046424407048,1.995804888781113,0.0,7.795870583322852,0.0,3.23295607813634e-05,0.0,0,0,0,11223.0,0.0886618399293937,7.795675583452197,-0.0001621246337890625
11110,11224.51939069176,2015-10-16 12:41:23,4972.60145974344,3,1,0.5106035718677588,0.9999046424407048,1.995810812369546,0.0,7.795895461384009,0.0,3.23295607813634e-05,0.0,0,0,0,11224.0,0.0886618399293937,7.7957002117410665,0.0
11111,11225.519450375436,2015-10-16 12:41:24,4973.601519432127,3,1,0.5105129427858056,0.9999046424407048,1.995816635755174,0.0,7.795919918534212,0.0,3.23295607813634e-05,0.0,0,0,0,11225.0,0.08790024853197487,7.795724628476769,0.0
11112,11226.534734195237,2015-10-16 12:41:25,4974.616803342151,3,1,0.5106035718677588,0.9998095653448196,1.99582255276949,0.0,7.79594476886715,0.0,-3.23295607813634e-05,0.0,0,0,0,11226.0,0.08865842749772312,7.795749255817741,-0.00016164779663085938
11113,11227.535017795257,2015-10-16 12:41:26,4975.617086932147,3,1,0.5105129427858056,0.9998095653448196,1.995828369611409,0.0,7.795969198453927,0.0,0.0,0.0,0,0,0,11227.0,0.08789686541256092,7.79577367161369,0.0
11114,11228.550696170372,2015-10-16 12:41:27,4976.632765227065,3,1,0.5104223137038523,0.9998095653448196,1.995834278297143,0.0,7.795994013911709,0.0,0.0,0.0,0,0,0,11228.0,0.08713530332739872,7.795797875864615,0.0
11115,11229.566252176448,2015-10-16 12:41:28,4977.648321208078,3,1,0.5105129427858056,0.9998095653448196,1.995840178004093,0.0,7.796018791528375,0.0,0.0,0.0,0,0,0,11229.0,0.08789686541256092,7.795822291660563,0.0
11116,11230.566277199006,2015-10-16 12:41:29,4978.648346345921,3,1,0.5105129427858056,0.9999046424407048,1.995845997265209,0.0,7.796043231334185,0.0,3.23295607813634e-05,0.0,0,0,0,11230.0,0.08790024853197487,7.795846708396266,0.00016164779663085938
11117,11231.581862989084,2015-10-16 12:41:30,4979.663932045775,3,1,0.5106035718677588,0.9999046424407048,1.995851911336116,0.0,7.796068069473706,0.0,3.23295607813634e-05,0.0,0,0,0,11231.0,0.0886618399293937,7.795871336685136,0.0
11118,11232.597489535428,2015-10-16 12:41:31,4980.679558682341,3,1,0.5105129427858056,0.9999046424407048,1.995857812230753,0.0,7.796092852311563,0.0,3.23295607813634e-05,0.0,0,0,0,11232.0,0.08790024853197487,7.795895753420838,0.0
11119,11233.597494543252,2015-10-16 12:41:32,4981.679563594932,3,1,0.5104223137038523,0.9998095653448196,1.995863628615117,0.0,7.796117280234188,0.0,-3.23295607813634e-05,0.0,0,0,0,11233.0,0.08713530332739872,7.795919957671764,-0.00016164779663085938
11120,11234.613060589274,2015-10-16 12:41:33,4982.695129640953,3,1,0.5105129427858056,0.9998095653448196,1.995869527575457,0.0,7.79614205481761,0.0,0.0,0.0,0,0,0,11234.0,0.08789686541256092,7.795944373467711,0.0
11121,11235.628653436888,2015-10-16 12:41:34,4983.7107224885685,3,1,0.5106035718677588,1.0000000000000002,1.995875423154201,0.0,7.796166815219664,0.0,6.47544875391759e-05,0.0,0,0,0,11235.0,0.08866526242723438,7.795969002707276,0.0003237724304199219
11122,11236.644304960288,2015-10-16 12:41:35,4984.726374016981,3,1,0.5104223137038523,0.9997142077855241,1.995881328129158,0.0,7.796191615019067,0.0,-3.24249267578125e-05,0.0,0,0,0,11236.0,0.08713193962700494,7.795993206023839,-0.0004858970642089844
11123,11237.659941180667,2015-10-16 12:41:36,4985.742010327584,3,1,0.5105129427858056,0.9998095653448196,1.995887234593609,0.0,7.79621642105873,0.0,-3.23295607813634e-05,0.0,0,0,0,11237.0,0.08789686541256092,7.796017621819787,0.0001621246337890625
11124,11238.675553842511,2015-10-16 12:41:37,4986.757622899204,3,1,0.5103316855528316,0.9999046424407048,1.995893120060972,0.0,7.796241139031487,0.0,0.0,0.0,0,0,0,11238.0,0.0863770735601257,7.7960416154513315,0.00016164779663085938
11125,11239.690935640749,2015-10-16 12:41:38,4987.773004692428,3,1,0.5104223137038523,0.9999046424407048,1.995898995585816,0.0,7.796265815226508,0.0,0.0,0.0,0,0,0,11239.0,0.08713865713455604,7.796065820633869,0.0
11126,11240.70674477074,2015-10-16 12:41:39,4988.788813827433,3,1,0.5105129427858056,0.9998095653448196,1.995904870021164,0.0,7.79629048685379,0.0,0.0,0.0,0,0,0,11240.0,0.08789686541256092,7.7960902364298175,-0.00016164779663085938
11127,11241.706762329752,2015-10-16 12:41:40,4989.788831376421,3,1,0.5104223137038523,0.9997142077855241,1.995910674267836,0.0,7.796314863792785,0.0,-3.24249267578125e-05,0.0,0,0,0,11241.0,0.08713193962700494,7.796114439746381,-0.0001621246337890625
11128,11242.722331739133,2015-10-16 12:41:41,4990.804400785798,3,1,0.5105129427858056,0.9999046424407048,1.995916558689654,0.0,7.796339577514104,0.0,0.0,0.0,0,0,0,11242.0,0.08790024853197487,7.7961388564820835,0.0003237724304199219
11129,11243.737956596278,2015-10-16 12:41:42,4991.820025652968,3,1,0.5104223137038523,0.9998095653448196,1.995922421384837,0.0,7.79636419979744,0.0,0.0,0.0,0,0,0,11243.0,0.08713530332739872,7.796163060733008,-0.00016164779663085938
11130,11244.737957739502,2015-10-16 12:41:43,4992.820026796194,3,1,0.5104223137038523,0.9998095653448196,1.995928198005412,0.0,7.796388460585952,0.0,3.24249267578125e-05,0.0,0,0,0,11244.0,0.08713530332739872,7.796187264983933,0.0
11131,11245.753569649478,2015-10-16 12:41:44,4993.83563870617,3,1,0.5105129427858056,0.9999046424407048,1.995934067357078,0.0,7.796413110832223,0.0,-3.24249267578125e-05,0.0,0,0,0,11245.0,0.08790024853197487,7.796211681719636,0.00016164779663085938
11132,11246.76919619582,2015-10-16 12:41:45,4994.851265252512,3,1,0.5104223137038523,0.9998095653448196,1.995939943067079,0.0,7.796437787708755,0.0,0.0,0.0,0,0,0,11246.0,0.08713530332739872,7.79623588597056,-0.00016164779663085938
11133,11247.784771695333,2015-10-16 12:41:46,4995.8668407470095,3,1,0.5104223137038523,0.9998095653448196,1.995945805850347,0.0,7.796462410236852,0.0,0.0,0.0,0,0,0,11247.0,0.08713530332739872,7.796260090221486,0.0
11134,11248.800396066266,2015-10-16 12:41:47,4996.882465112934,3,1,0.5104223137038523,0.9998095653448196,1.995951671738055,0.0,7.79648704586998,0.0,0.0,0.0,0,0,0,11248.0,0.08713530332739872,7.79628429447241,0.0
11135,11249.800400542776,2015-10-16 12:41:48,4997.882469599467,3,1,0.5104223137038523,0.9998095653448196,1.995957427919917,0.0,7.796511220667373,0.0,-3.23295607813634e-05,0.0,0,0,0,11249.0,0.08713530332739872,7.796308498723334,0.0
11136,11250.815985761434,2015-10-16 12:41:49,4998.8980548081,3,1,0.5104223137038523,0.9998095653448196,1.995963282920131,0.0,7.796535810756895,0.0,0.0,0.0,0,0,0,11250.0,0.08713530332739872,7.79633270297426,0.0
11137,11251.83127002734,2015-10-16 12:41:50,4999.913339169243,3,1,0.5104223137038523,0.9999046424407048,1.995969138143662,0.0,7.796560401828558,0.0,3.23295607813634e-05,0.0,0,0,0,11251.0,0.08713865713455604,7.796356908156797,0.00016164779663085938
11138,11252.831371023662,2015-10-16 12:41:51,5000.913440165566,3,1,0.5104223137038523,0.9999046424407048,1.995974903897293,0.0,7.796584616986113,0.0,3.23295607813634e-05,0.0,0,0,0,11252.0,0.08713865713455604,7.796381113339335,0.0
11139,11253.831681635798,2015-10-16 12:41:52,5001.91375069249,3,1,0.5104223137038523,0.9998095653448196,1.995980658669577,0.0,7.796608786015988,0.0,3.24249267578125e-05,0.0,0,0,0,11253.0,0.08713530332739872,7.796405317590259,-0.00016164779663085938
11140,11254.84719403854,2015-10-16 12:41:53,5002.929263090216,3,1,0.5103316855528316,0.9998095653448196,1.995986527427013,0.0,7.796633433969865,0.0,0.0,0.0,0,0,0,11254.0,0.0863737490649239,7.796429310298333,0.0
11141,11255.862967780606,2015-10-16 12:41:54,5003.945036832283,3,1,0.5103316855528316,0.9998095653448196,1.995992370165474,0.0,7.796657972387184,0.0,-3.23295607813634e-05,0.0,0,0,0,11255.0,0.0863737490649239,7.796453303006406,0.0
11142,11256.878430570074,2015-10-16 12:41:55,5004.960499711977,3,1,0.5104223137038523,0.9999046424407048,1.995998220575416,0.0,7.796682543271355,0.0,3.23295607813634e-05,0.0,0,0,0,11256.0,0.08713865713455604,7.796477508188944,0.00016164779663085938
11143,11257.894063246647,2015-10-16 12:41:56,5005.976132298326,3,1,0.5104223137038523,0.9999046424407048,1.996004056604206,0.0,7.796707053545799,0.0,0.0,0.0,0,0,0,11257.0,0.08713865713455604,7.796501713371481,0.0
11144,11258.909654585512,2015-10-16 12:41:57,5006.991723632178,3,1,0.5104223137038523,0.9999046424407048,1.996009896312984,0.0,7.796731579268408,0.0,3.23295607813634e-05,0.0,0,0,0,11258.0,0.08713865713455604,7.7965259185540186,0.0
11145,11259.925171253848,2015-10-16 12:41:58,5008.007240300516,3,1,0.5104223137038523,0.9999046424407048,1.996015726919772,0.0,7.796756066712394,0.0,3.23295607813634e-05,0.0,0,0,0,11259.0,0.08713865713455604,7.796550123736556,0.0
11146,11260.925315562788,2015-10-16 12:41:59,5009.007384614465,3,1,0.5103316855528316,0.9998095653448196,1.99602147321772,0.0,7.796780200152497,0.0,0.0,0.0,0,0,0,11260.0,0.0863737490649239,7.79657411644463,-0.00016164779663085938
11147,11261.940707536303,2015-10-16 12:42:00,5010.022776592997,3,1,0.5104223137038523,0.9998095653448196,1.996027288558689,0.0,7.796804623317982,0.0,0.0,0.0,0,0,0,11261.0,0.08713530332739872,7.796598320695554,0.0
